 0.01,Stallman,33,24
 0.19,Tesla,25,19
 0.13,Chomsky,22,18
 2.10,Ada,40,26
 2.09,Snowden,40,26
 2.07,Berners-Lee,26,1
 3.03,Turing,24,17
